"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-02-25,2,2026-03-01,0.5,361,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.55,362,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.6,366,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.65,369.05,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.7,372.3,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.75,374.25,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.8,377.4,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.85,382,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.9,386.1,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.95,391.05,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.975,394.625,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.99,401.11,"quantile","ILI incidence","LT"
2026-02-25,2,2026-03-01,0.01,8108.7,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.025,8114.95,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.05,8141.25,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.1,8189.6,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.15,8208.7,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.2,8235,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.25,8249.75,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.3,8262.4,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.35,8274.6,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.4,8282,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.45,8291.55,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.5,8299.5,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.55,8307.9,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.6,8325.4,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.65,8346,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.7,8369,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.75,8375.5,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.8,8383,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.85,8400.6,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.9,8444.3,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.95,8465.7,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.975,8483.675,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.99,8487.19,"quantile","ILI incidence","LU"
2026-02-25,2,2026-03-01,0.01,10136.34,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.025,10146.225,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.05,10182.9,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.1,10226.9,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.15,10251.4,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.2,10272.4,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.25,10304.75,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.3,10320.7,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.35,10327,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.4,10335.2,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.45,10351.65,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.5,10367.5,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.55,10374.45,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.6,10390,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.65,10406.45,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.7,10429.6,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.75,10446,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.8,10452.2,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.85,10466.3,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.9,10488.4,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.95,10529.65,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.975,10568.05,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.99,10598.14,"quantile","ILI incidence","MT"
2026-02-25,2,2026-03-01,0.01,30.97,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.025,31.95,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.05,34,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.1,36.9,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.15,38.85,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.2,39.8,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.25,41,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.3,43,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.35,44,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.4,45,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.45,45.55,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.5,47,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.55,48,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.6,49,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.65,50,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.7,51,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.75,52,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.8,53,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.85,55,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.9,56.1,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.95,60.05,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.975,63.05,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.99,66.02,"quantile","ILI incidence","NL"
2026-02-25,2,2026-03-01,0.01,61.97,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.025,64.95,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.05,67.95,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.1,69,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.15,70.85,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.2,72,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.25,73,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.3,75.7,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.35,76.65,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.4,78.6,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.45,80,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.5,80,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.55,81,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.6,82,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.65,85,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.7,86,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.75,87,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.8,88,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.85,92,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.9,95,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.95,97.1,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.975,99,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.99,102.04,"quantile","ILI incidence","NO"
2026-02-25,2,2026-03-01,0.01,409.99,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.025,414.475,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.05,417,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.1,424.9,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.15,430,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.2,431,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.25,432.75,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.3,436,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.35,437.65,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.4,444,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.45,448,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.5,448.5,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.55,453,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.6,455.4,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.65,457.35,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.7,460,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.75,463.5,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.8,468.4,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.85,476.75,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.9,484.1,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.95,492.15,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.975,496.05,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.99,499.14,"quantile","ILI incidence","PL"
2026-02-25,2,2026-03-01,0.01,53.99,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.025,54.95,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.05,57,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.1,59,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.15,60,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.2,62,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.25,62.75,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.3,65,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.35,65.65,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.4,68,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.45,70,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.5,71,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.55,71.45,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.6,72,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.65,73.35,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.7,74.3,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.75,76.25,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.8,78,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.85,79,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.9,81,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.95,82.1,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.975,86.1,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.99,90.02,"quantile","ILI incidence","RO"
2026-02-25,2,2026-03-01,0.01,234.97,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.025,238.475,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.05,246,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.1,249.9,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.15,253.7,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.2,255,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.25,257,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.3,260,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.35,263,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.4,265,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.45,266,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.5,267.5,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.55,269,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.6,271,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.65,273,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.7,276.3,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.75,278.25,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.8,281,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.85,282.15,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.9,288,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.95,291.05,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.975,293.575,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.99,295.09,"quantile","ILI incidence","SK"
2026-02-25,2,2026-03-01,0.01,127.96,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.025,130.475,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.05,132.95,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.1,139.9,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.15,141.85,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.2,144.8,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.25,147.75,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.3,150.7,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.35,152,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.4,155,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.45,155,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.5,156.5,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.55,158,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.6,159,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.65,160.35,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.7,163,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.75,165,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.8,166,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.85,170,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.9,171,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.95,175.1,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.975,181.2,"quantile","ILI incidence","SI"
2026-02-25,2,2026-03-01,0.99,186.01,"quantile","ILI incidence","SI"
2026-02-25,3,2026-03-08,0.01,2488.59,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.025,2494.85,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.05,2512.95,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.1,2524.9,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.15,2531.7,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.2,2541,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.25,2547.75,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.3,2557.7,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.35,2562.3,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.4,2571,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.45,2578,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.5,2583,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.55,2590.9,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.6,2600,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.65,2606.35,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.7,2615.6,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.75,2620,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.8,2624.6,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.85,2632.3,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.9,2640.3,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.95,2652.35,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.975,2662.1,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.99,2676.06,"quantile","ILI incidence","AT"
2026-02-25,3,2026-03-08,0.01,584.98,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.025,599.225,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.05,617.85,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.1,622.9,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.15,627,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.2,632.6,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.25,636.5,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.3,640.4,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.35,646.3,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.4,650.6,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.45,655.55,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.5,661,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.55,665,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.6,669.4,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.65,671.35,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.7,676,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.75,679,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.8,683,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.85,689,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.9,694.1,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.95,708.1,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.975,711,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.99,715.04,"quantile","ILI incidence","BE"
2026-02-25,3,2026-03-08,0.01,25.98,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.025,27.475,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.05,29,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.1,30.9,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.15,32,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.2,33,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.25,34,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.3,34.7,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.35,36,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.4,37.6,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.45,38,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.5,38.5,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.55,39,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.6,40,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.65,41,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.7,41,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.75,42,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.8,44,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.85,45.15,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.9,47,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.95,50.05,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.975,53.05,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.99,57,"quantile","ILI incidence","HR"
2026-02-25,3,2026-03-08,0.01,44.99,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.025,47.425,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.05,51,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.1,53,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.15,55.85,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.2,58,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.25,59,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.3,60,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.35,61,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.4,62,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.45,63,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.5,64,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.55,65,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.6,66,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.65,67,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.7,68,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.75,69.25,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.8,70.2,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.85,71.15,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.9,74,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.95,77,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.975,77.525,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.99,79.01,"quantile","ILI incidence","CZ"
2026-02-25,3,2026-03-08,0.01,132,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.025,141.475,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.05,145.85,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.1,150.9,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.15,153.85,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.2,157.8,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.25,159.75,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.3,164,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.35,165,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.4,166.6,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.45,168,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.5,169,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.55,170.45,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.6,173,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.65,175,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.7,177.3,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.75,179,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.8,181,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.85,183,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.9,184.1,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.95,187.1,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.975,191.1,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.99,196.01,"quantile","ILI incidence","DK"
2026-02-25,3,2026-03-08,0.01,334.77,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.025,337.425,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.05,339.95,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.1,342,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.15,350.85,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.2,354.6,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.25,358.5,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.3,362,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.35,365.65,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.4,367,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.45,368,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.5,370,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.55,371.45,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.6,372,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.65,376.35,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.7,379,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.75,383.5,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.8,388,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.85,391.15,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.9,394.1,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.95,397,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.975,400.575,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.99,409.09,"quantile","ILI incidence","EE"
2026-02-25,3,2026-03-08,0.01,248.91,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.025,250.9,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.05,253.95,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.1,262,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.15,267,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.2,269,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.25,271,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.3,273.7,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.35,275,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.4,278.6,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.45,281.55,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.5,284.5,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.55,287,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.6,289,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.65,291.35,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.7,296,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.75,297,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.8,299.4,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.85,304,"quantile","ILI incidence","FR"
2026-02-25,3,2026-03-08,0.9,308.1,"quantile","ILI incidence","FR"
